DimItem_ItemCode_,DimItem_BPItemCode_,DimItem_ItemDesc_,ItemCategory,ItemGroupCode,ItemGroupDesc,ProductFamilyCode,ProductFamilyDesc,ItemModelGroupCode,OrigCountryRegionId,ItemModelGroupDesc,Sub_Brand,PackagingGroupCode,Grade,UnitCode_Sales,TaxItemGroupCode_Sales,CaseVolume,ContainerVolume,PackSize,PackagingQty,Pkg_or_Bulk,ProductStatus,DimItem_IsPFLItem_,DimItem_CreatedDateTime_,DimItem_ModifiedDateTime_
00019CTN,00019CTN,GTX Classic Corrugate Display - Flat,,RM,Raw Material,CCON,Castrol Consumer,PKG,,Packaging material,,CARTON,,EA,ALLTAX,1,-1,,0,Package,Active,False,4/17/2023 9:21:00 AM,4/17/2023 9:31:00 AM
00019CTN-F,00019CTNF,GTX Classic Corrugate Display (French) - Flat,,RM,Raw Material,CCON,Castrol Consumer,PKG,,Packaging material,,CARTON,,EA,ALLTAX,1,-1,,0,Package,Active,False,6/19/2023 11:00:00 AM,6/19/2023 11:04:00 AM
0002000R,GO2TBK,Castrol Super Two Stroke/Go! 2T Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperTwo,BULK,NOGD,LT,ALLTAX,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0002038,SUPER2STROKE6X1L,Castrol Super Two Stroke/Go! 2T 6X1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperTwo,CASE,NOGD,CA,EHCC,6,1,PACK,6,Package,Active,False,12/12/2019 12:40:00 PM,7/19/2023 10:29:00 AM
0002042,GO2TCA,Castrol Super Two Stroke/Go! 2T 12X1 L (15A9E4),LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperTwo,CASE,NOGD,CA,EHCC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0002047,GO2TCA,Castrol Go! 2T 12X500 ml (15AF1B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperTwo,CASE,NOGD,CA,EHCC,6,0.5,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0002048,SUPERTWOSTROKECA,OBSOLETE - Castrol Super Two Stroke 16X250 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperTwo,CASE,NOGD,CA,EHCC,4,0.25,PACK,16,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0002131,USXSUPERSNOW2TCA,UU - USX Spr Snow 2T 3X4 L (03151) (15B74F),,FG,Finished Goods,BPET,BP,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,12,4,PACK,3,Package,UseUp,False,2/6/2014 2:20:00 PM,12/3/2024 10:30:00 AM
0002131OP3,0002131OP3,Filling Fee - USX Spr Snow 2T 3X4L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,15,-1,,0,Package,Active,False,9/28/2021 1:36:00 PM,3/26/2025 11:03:00 AM
0002142,USXSUPERSNOW2TCA,USX SPR Snow 2T 12X1L (12150) (15B74E),,FG,Finished Goods,BPET,BP,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,12/17/2020 8:51:00 AM
0002189,1607C3,"USX Super Snowmobile 2T, 3X4.4L US (1607C3)",LUBES,FG,Finished Goods,BPET,BP,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,13.2,4.4,PACK,3,Package,Active,False,5/27/2024 4:18:00 PM,12/19/2024 10:59:00 AM
0002200R,0002200R,Castrol GTX Full Synthetic 0W20 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Active,False,9/26/2025 10:14:00 AM,9/26/2025 11:31:00 AM
000223A,GTX FS 0/20,"GTX Full Synthetic 0W20, 3x5L (160C72)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,PRT,,Part Synthetic Motor Oil,GTX,CASE,0W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,4/24/2024 4:45:00 PM,12/12/2024 11:58:00 AM
0002300R,0002300R,Castrol GTX Full Synthetic 5W20 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Active,False,9/26/2025 10:15:00 AM,9/26/2025 11:32:00 AM
000233A,GTX FS 5/20,"GTX Full Synthetic 5W20, 3x5L (160CC0)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,PRT,,Part Synthetic Motor Oil,GTX,CASE,5W20,CA,EHCPC,15,5,PACK,3,Package,Active,False,4/26/2024 9:23:00 AM,9/27/2024 4:19:00 PM
0002400R,0002400R,Castrol GTX Full Synthetic 5W30 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,SYN,,Synthetic Motor Oil,,BULK,,LT,EHCP,1,1,,1,Bulk,Active,False,9/26/2025 10:16:00 AM,9/26/2025 11:33:00 AM
000243A,GTX FS 5/30,"GTX Full Synthetic 5W30, 3x5L (160C71)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,PRT,,Part Synthetic Motor Oil,GTX,CASE,5W30,CA,EHCPC,15,5,PACK,3,Package,Active,False,4/26/2024 9:29:00 AM,9/27/2024 4:20:00 PM
0006581,LMZNO1GREASECA,OBSOLETE - Castrol LMZ No 1 Grease 10X400 gm,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GRS,CAN,Grease,LMZ,CASE,NOGD,CA,ALLTAX,4,0.4,PACK,10,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0013500R,SAE70NITROBK,OBSOLETE - Castrol SAE 70 Nitro Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,RACE,CAN,Racing,Nitro70,BULK,70,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0013510,NITRO70WPL,OBSOLETE - Nitro 70W,LUBES,FG,Finished Goods,CCON,Castrol Consumer,RACE,CAN,Racing,Nitro70,PAIL,70,PL,EHCPC,20,20,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,12/17/2019 1:56:00 PM
0014642,NONDETERGENT10CA,OBSOLETE - Castrol Non Detergent 10 12X1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,CASE,10,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,5/11/2021 2:23:00 PM
0014842,NONDETERGENT30CA,OBSOLETE - Castrol Non Detergent 30 12X1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,CASE,30,CA,EHCPC,12,1,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,9/12/2024 8:29:00 AM
0015239,AxleLimitedSlip80W90,Castrol Axle Limited Slip80W90(OBGO EP90) 12X500ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,OBGO,CASE,EP90,CA,EHCPC,6,0.5,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0015239OP2,Filling Fee-Vulsay,OBSOLETE - Filling Fee - Vulsay,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPFC,,TPFC - DO NOT USE,,NONE,,CA,ALLTAX,0,-1,,0,Package,Obsolete,False,2/25/2014 1:44:00 PM,5/17/2021 11:00:00 AM
0015239OP3,FILLFEEOBGOEP90CA,"Filling Fee - Castrol Axle Limited Slip 80w90, 12x500ml",,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,CAN,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,0,0,,1,Package,Active,False,2/9/2015 10:31:00 AM,3/26/2025 10:57:00 AM
0016799,CASTROLCHAINLUBECA,Castrol Chainlube 12X250 gm (14C514),LUBES,FG,Finished Goods,CCON,Castrol Consumer,MCY,CAN,Motorcycle,Chainlube,CASE,NOGD,CA,EHCC,3,0.25,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,9/22/2025 3:44:00 PM
0017400R,SUPERSNOWMOBILEBK,Castrol Super Snowmobile Bulk,,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperSnow,BULK,NOGD,LT,ALLTAX,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0017431,SUPERSNOWMOBILECA,OBSOLETE - Castrol Super Snowmobile 3X4 L (15075B),LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,12,4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,2/2/2026 11:21:00 AM
0017431OP3,0017431OP3,Filling Fee - Castrol Super Snowmobile 3X4 L,,PSI,Sub-Contracted Services,OTHR,Other (Bypass BI),TPSC,,Third Party Sub-Contracting,,CASE,,CA,ALLTAX,15,-1,,0,Package,Active,False,9/28/2021 1:35:00 PM,3/26/2025 10:59:00 AM
0017438,SUPERSNOWMOBILECA,Castrol Super Snowmobile 6X1 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,6,1,PACK,6,Package,Active,False,12/12/2019 2:33:00 PM,5/28/2024 2:50:00 PM
0017442,SUPERSNOWMOBILECA,Castrol Super Snowmobile 12X1 L (15075C),LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0017447,OBSSUPERSNOWMOBILECA,OBSOLETE - Castrol Super Snowmobile 12X500 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,CAN,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,6,0.5,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0017489,SUPERSNOW,Castrol Super Snowmobile 2T 3X4.4L (1607C4),LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,13.2,4.4,PACK,3,Package,Active,False,4/5/2024 1:13:00 PM,9/18/2024 11:28:00 AM
0017500R,0017500R,Castrol 2 Stroke Snowmobile Full Synthetic Oil Bulk,,FG,Finished Goods,CCON,Castrol Consumer,TWO,,Two-Stroke Oil,SuperSnow,BULK,NOGD,LT,ALLTAX,1,-1,,0,Bulk,Active,False,6/4/2024 5:11:00 PM,6/24/2024 3:57:00 PM
0017538,FS Super Snow,"Castrol 2 Stroke Snowmobile Full Synthetic Oil, 6X1L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,6,1,PACK,6,Package,Active,False,5/28/2024 2:43:00 PM,10/23/2024 3:10:00 PM
0017589,SUEPR SNOW FS,"Castrol 2 Stroke Snowmobile Full Synthetic Oil, 3X4.4L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,TWO,,Two-Stroke Oil,SuperSnow,CASE,NOGD,CA,EHCC,13.2,4.4,PACK,3,Package,Active,False,5/28/2024 2:24:00 PM,8/6/2025 10:20:00 AM
0017600R,0017600R,Castrol 4 Stroke Snowmobile Full Synthetic Oil Bulk,,FG,Finished Goods,CCON,Castrol Consumer,MCY,,Motorcycle,,BULK,,LT,ALLTAX,1,-1,,0,Bulk,Active,False,6/13/2024 10:45:00 AM,6/24/2024 3:57:00 PM
0017638,0017638,"Castrol 4 Stroke Snowmobile Full Synthetic Oil, 6X1L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,MCY,,Motorcycle,SuperSnow,CASE,NOGD,CA,EHCPC,6,1,PACK,6,Package,Active,False,6/13/2024 11:01:00 AM,11/7/2024 5:31:00 PM
0032044,OBSGTLMABRAKEFLUIDCA,OBSOLETE - Castrol GT LMA Brake Fluid 12X354 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,BRF,CAN,Brake Fluid,GTLMA,CASE,NOGD,CA,ALLTAX,4.248,0.354,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0032144,BRAKEFLUIDDOT4CA,OBSOLETE - Castrol Brake Fluid Dot 4 12x354ml (15171E),LUBES,FG,Finished Goods,CCON,Castrol Consumer,BRF,USA,Brake Fluid,BrakeFluid,CASE,NOGD,CA,ALLTAX,4.248,0.354,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,3/3/2022 8:56:00 AM
0032244,0032244,"CASTROL UNIVERSAL BRAKE FLUID, 12 X 0.355L",LUBES,FG,Finished Goods,CCON,Castrol Consumer,BRF,USA,Brake Fluid,BrakeFluid,CASE,NOGD,CA,EHCPCB,4.26,0.355,PACK,12,Package,Active,False,11/12/2025 4:52:00 PM,1/6/2026 11:43:00 AM
0032275,0032275,"CASTROL UNIVERSAL BRAKE FLUID, 12 X 0.946L (R14920A)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,BRF,USA,Brake Fluid,BrakeFluid,CASE,NOGD,CA,EHCPCB,11.352,0.946,PACK,12,Package,Active,False,11/12/2025 4:51:00 PM,1/6/2026 11:43:00 AM
0035205,OBSOLETECastrolVeedo,OBSOLETE - Castrol Veedosol 1X205 L,LUBES,FG,Finished Goods,CHDL,Castrol Heavy Duty,CLN,CAN,Cleaners,,DRUM,,DR,ALLTAX,205,205,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0043100,NONDETERGENT10BK,NON DETERGENT 10,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,BULK,10,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,6/28/2019 2:21:00 PM
0043100R,NONDETERGENT10BK,NON DETERGENT 10,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,BULK,10,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0043300,NONDETERGENT30BK,NON DETERGENT 30,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,BULK,30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,6/28/2019 2:21:00 PM
0043300R,NONDETERGENT30BK,NON DETERGENT 30,LUBES,FG,Finished Goods,CCON,Castrol Consumer,NON,CAN,Non Synthetic Motor Oil,NonDetergent,BULK,30,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
005A,R06696AODORLESSKERBK,R06696A Odorless Kerosene - Isopar K (605820),,RM,Raw Material,LADD,Lubes Additive,ADD,CAN,Additive,,BULK,,LT,ALLTAX,1,-1,,0,Bulk,Active,False,2/6/2014 2:20:00 PM,9/10/2025 9:40:00 AM
0065800R,HYPOYC80W90BK,Castrol Axle Limited Slip 80W90 Bulk,,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,Hypoy,BULK,80W90,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0065805,OBSCastrolHypoyC80,OBSOLETE - Castrol Hypoy C 80W90 1X205 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,Hypoy,DRUM,80W90,DR,EHCP,205,205,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0065810,HYPOYC80W90PL,Castrol Axle Ltd Slip / Hypoy C 80W90 1X20L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,Hypoy,PAIL,80W90,PL,EHCPC,20,20,PACK,1,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0065811,HYPOYC80W90KE,OBSOLETE - Castrol Axle Ltd Slip/Hypoy C 80W90 1X60L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,Hypoy,KEG,80W90,KE,EHCP,60,60,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,5/17/2021 11:00:00 AM
0065831,OBSCastrolHypoyC80,OBSOLETE - Castrol Hypoy C 80W90 3X4 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,CAN,Gear Oil,Hypoy,CASE,80W90,CA,EHCPC,12,4,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0065875,HYPOYC80W90CA,Castrol Axle Ltd Slip/HypoyC 80W90 12x946ml (15AD45),LUBES,FG,Finished Goods,CCON,Castrol Consumer,GO,USA,Gear Oil,Hypoy,CASE,80W90,CA,EHCPC,11.352,0.946,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0066700,TRANSMAXDEXRONVIBK,OBSOLETE - Castrol Transmax Dexron VI ATF Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Dexron,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,8/26/2022 10:06:00 AM
0066700R,OBSDEXRONVIATFBK,OBSOLETE - Castrol Dexron VI ATF Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Dexron,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,11/11/2022 9:00:00 PM
0066706,DEXRONVIATFDR,OBSOLETE - Castrol Dexron VI ATF 1X208.2 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Dexron,DRUM,NOGD,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0066749,OBSOLETECastrolDexro,OBSOLETE - Castrol Dexron VI 12X946 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,,CASE,,CA,EHCPC,11.352,0.946,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0066766,TRANSMAXDEXRONVICA,UU - Castrol Transmax Dexron VI ATF 6X1Qt (15D0C2/161A97),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,5.676,0.946,PACK,6,Package,UseUp,False,2/6/2014 2:20:00 PM,8/17/2026 2:30:00 PM
0066800,TRANSMAXDMVATFBK,Castrol Transmax Dex/Merc ATF Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0066800R,TRANSMAXDMVATFBK,Castrol Transmax Dex/Merc ATF Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,DomesticMV,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0066805,TRANSMAXDMVATFDR,Castrol Transmax Dex/Merc ATF 1x205 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,DRUM,NOGD,DR,EHCPC_DR,205,205,PACK,1,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
0066810,CastrolDomesticMulti,OBSOLETE - Castrol Domestic Multi Vehicle ATF 1x20 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,DomesticMV,PAIL,NOGD,PL,EHCPC,20,20,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,8/1/2019 5:54:00 PM
0066842,TRANSMAXDMVATFCA,Castrol Transmax Dex/Merc ATF 12x1 (1517C3),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,12,1,PACK,12,Package,Active,False,2/6/2014 2:20:00 PM,5/7/2024 10:52:00 PM
006686B,CastrolDomesticMulti,OBSOLETE - Castrol Transmax Dom Multi Vehicle ATF 3x3.785,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,DomesticMV,CASE,NOGD,CA,EHCPC,11.355,3.785,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,2/24/2020 6:16:00 PM
006686BC,TRANSMAXDMVATFCA,"Castrol Transmax Dex/Merc ATF, 3x4qt (15A87F)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,USA,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,11.355,3.785,PACK,3,Package,Active,False,2/15/2017 1:03:00 PM,5/7/2024 10:52:00 PM
0067200,IMPORTMVATFBK,OBSOLETE - Castrol Import Multi Vehicle ATF Bulk,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,ImportMV,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Obsolete,False,2/6/2014 2:20:00 PM,11/19/2021 10:56:00 AM
0067206,TRANSMXIMPORTMVATFDR,OBSOLETE - Castrol Trans Import Multi ATF 1X208.2 L (15AA2A),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,ImportMV,DRUM,NOGD,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/6/2014 2:20:00 PM,12/19/2022 12:30:00 PM
0067211,TRANSMXIMPORTMVATFKE,OBSOLETE -Castrol Transmax Import MV ATF 1x60.57L (1540FA),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,,Automatic Transmission Fluid,Transmax,KEG,NOGD,KE,EHCP,60.57,60.57,PACK,1,Package,Obsolete,False,3/27/2014 4:50:00 PM,10/20/2023 9:18:00 AM
0067249,OBSCastrolImportMu,OBSOLETE - Castrol Import Multi Vehicle ATF 12X946 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,ImportMV,CASE,NOGD,CA,EHCPC,11.352,0.946,PACK,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0067266,TRANSMXIMPORTMVATFCA,UU - Castrol Transmax Import MV ATF 6x946 ml (15AA29/15D929),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,5.676,0.946,PACK,6,Package,UseUp,False,2/6/2014 2:20:00 PM,8/17/2026 2:32:00 PM
006726B,TRANSMXIMPORTMVATFCA,OBSOLETE Castrol Transmax Import Multi Vehicle ATF 3x3.785 L,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,ImportMV,CASE,NOGD,CA,EHCPC,11.355,3.785,PACK,3,Package,Obsolete,False,2/6/2014 2:20:00 PM,11/19/2021 10:33:00 AM
006726BC,TRANSMAXIMPORTMVCA,"UU - Castrol Transmax Import MV ATF, 3x4qt (15A8A3/15D925)",LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,11.355,3.785,PACK,3,Package,UseUp,False,2/15/2017 1:03:00 PM,8/17/2026 2:32:00 PM
0067406,USXATF4DR,OBSOLETE - USX Transmax ATF+4 1X208.2 L,,FG,Finished Goods,BPET,BP,ATF,CAN,Automatic Transmission Fluid,Transmax,DRUM,NOGD,DR,EHCP,208.2,208.2,PACK,1,Package,Obsolete,False,2/26/2014 12:22:00 PM,3/27/2020 1:56:00 PM
0067466,USXTRANSMXATF4CA,USX Transmax ATF+4 6x1Qt (06810) (15A9FA),,FG,Finished Goods,BPET,BP,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:20:00 PM,5/1/2026 12:48:00 PM
0067500R,R09972AATF4BK,R09972A ATF +4(701034),,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,ATF+4,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Active,False,2/6/2014 2:20:00 PM,11/11/2022 11:00:00 AM
0067500RA,0067500RA,OBSOLETE - RXXXXXX ATF +4 () - Amalie,,FG,Finished Goods,CCON,Castrol Consumer,ATF,USA,Automatic Transmission Fluid,,BULK,,LT,EHCP,1,-1,,0,Bulk,Obsolete,False,11/7/2022 8:26:00 AM,9/12/2024 8:45:00 AM
0067549,TRANSMAXATF4CA,UU - Transmax ATF+4 12X946 ml (15A9FB),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,CASE,NOGD,CA,EHCPC,11.352,0.946,PACK,12,Package,UseUp,False,2/6/2014 2:20:00 PM,8/17/2026 2:31:00 PM
0067600R,0067600R,R14982A ATF +4 (701197),,FG,Finished Goods,CCON,Castrol Consumer,ATF,USA,Automatic Transmission Fluid,Transmax,BULK,NOGD,LT,EHCP,1,-1,,0,Bulk,Active,False,11/7/2022 11:12:00 AM,12/19/2022 12:30:00 PM
0067749,OBSOLETECastrolMerco,OBSOLETE - Castrol Mercon V 12X946 ml,LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,,CASE,,CA,EHCPC,11.352,0.946,,12,Package,Obsolete,False,2/6/2014 2:20:00 PM,6/17/2019 12:28:00 PM
0067766,TRANSMAXMERCONVCA,OBSOLETE Castrol Transmax Mercon V 6X946 ml (15175F),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Mercon,CASE,NOGD,CA,EHCPC,5.676,0.946,PACK,6,Package,Obsolete,False,2/6/2014 2:20:00 PM,8/25/2025 3:47:00 PM
0067800,TRANSMAXFULLSYNMVBK,Castrol Transmax Full Syn Multi Vehicle ATF Bulk (21799F),LUBES,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Active,True,3/28/2014 1:54:00 PM,5/17/2021 11:00:00 AM
0067800R,TRANSMAXFULLSYNMVBK,Castrol Transmax Full Syn Multi Vehicle ATF Bulk,,FG,Finished Goods,CCON,Castrol Consumer,ATF,CAN,Automatic Transmission Fluid,Transmax,BULK,NOGD,LT,EHCP,1,1,,1,Bulk,Active,False,8/7/2014 5:19:00 PM,11/11/2022 11:00:00 AM
0067800RBL,0067800RBL,Transmax Syn ATF Reblend,,FG,Finished Goods,FLSH,Flush,FLSH,,Flush,,BULK,,LT,ALLTAX,1,-1,,0,Bulk,Active,False,11/1/2023 3:58:00 PM,7/25/2025 3:13:00 PM
